id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1098868538583133982,Charming One Bedroom in Downtown JC,236360244,Michelle,,Ward F (councilmember Jermaine D. Robinson),40.7168,-74.04897,Entire home/apt,132,28,3,2025-06-15,0.70,1,215,3,
1099285389917140591,Cozy Basement with Couch/Bed!,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73187,-74.05536,Private room,38,28,5,2025-05-04,0.38,8,302,4,
1101048679639074171,Home on the Hudson,96092866,Timothy,,Ward E (councilmember James Solomon),40.714775617013956,-74.04036207354126,Entire home/apt,245,2,35,2025-05-24,2.51,1,121,28,STR-001489-2025
1101664788304953725,*NEW! Luxe SkyDeck w/ NYC Skyline Views!,564534360,Jami,,Ward C (councilmember Richard Boggiano),40.737651377093684,-74.04874564690412,Entire home/apt,392,2,65,2025-06-12,5.91,1,265,65,STR-006011-2025
1106197443492969528,N7 few blocks away from JSQ PATH train,125202325,Grayson,,Ward C (councilmember Richard Boggiano),40.73444299286159,-74.05913251821248,Private room,41,28,0,,,5,314,0,
1108986134192148267,hermoso y espacioso apartamento,566262395,Jose A,,Ward B (councilmember Mira Prinz-Arey),40.73465915098959,-74.07833045314746,Entire home/apt,233,1,73,2025-06-22,4.71,1,287,57,STR-005165-2024
1110400040896135191,Historic Hamilton Park - Legal.,566616398,Mustafa,,Ward E (councilmember James Solomon),40.7284956,-74.0447806,Entire home/apt,176,3,41,2025-06-22,2.72,1,55,34,STR-003023-2025
1110896110420807686,Sunny & Stylish Retreat | Easy NYC Access,76719053,Anastasia,,Ward D (councilmember Michael Yun),40.74477,-74.04689,Entire home/apt,362,2,70,2025-06-20,4.55,1,188,51,STR-003152-2024
1110925503209832967,Welcoming Sunlit Room Near NYC/ Trans/Cafe/Rest.,566737340,West Side,,Ward B (councilmember Mira Prinz-Arey),40.71716,-74.09064,Private room,75,1,39,2025-06-19,2.52,10,26,33,Exempt
1110930329068945825,Welcoming Dreamy Room  W/Balcony -LightRail-NYC,566737340,West Side,,Ward B (councilmember Mira Prinz-Arey),40.71577,-74.08844,Private room,85,1,33,2025-06-06,2.17,10,32,27,Exempt
1111103622804312411,Comfy Small Apartment NJ/NY,145400846,Santiago,,Ward D (councilmember Michael Yun),40.7419,-74.04445,Entire home/apt,82,28,0,,,1,28,0,
1112355435398705497,~Luxe Gem: Cozy Stylish Private Room,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70721,-74.0806,Private room,49,1,37,2025-06-08,2.40,10,81,26,STR-101268-2025
1112358241634620259,~Luxe Escape: Cozy Stylish Private Room,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70686,-74.08028,Private room,49,1,31,2025-06-08,2.10,10,86,26,STR-101267-2025
1112585692816779126,Luxury condo in Jersey city 2bed/2bath,512125238,Adeline,,Ward F (councilmember Jermaine D. Robinson),40.71898,-74.06683,Entire home/apt,,28,1,2024-06-27,0.08,2,0,1,
1113718156629815356,McGinley Square Flat (Near Train To NYC),43673554,Christian W.,,Ward B (councilmember Mira Prinz-Arey),40.72506,-74.0723,Entire home/apt,90,2,22,2025-05-01,1.53,6,359,17,Exempt
1115970482250614411,New! 1 Bed | 1 Private Bath in Downtown JC.,303293036,Liliana,,Ward E (councilmember James Solomon),40.7202636815857,-74.04327337787224,Private room,161,30,6,2024-07-20,0.40,1,118,1,
1116011996734697438,"Jersey City, Commuter Studio",118071222,Eric,,Ward E (councilmember James Solomon),40.72357,-74.04707,Private room,78,30,2,2025-06-30,0.15,1,56,1,
1116167133508424265,Beautiful 1 Bd/1 Ba Mins to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72798,-74.04312,Entire home/apt,250,3,6,2024-10-17,0.46,33,58,5,STR-004619-2024
1116906758515751301,Luxury Suite 1bd 1ba 20min-NYC!,92194080,Erin,,Ward F (councilmember Jermaine D. Robinson),40.71051,-74.05818,Entire home/apt,231,3,11,2025-06-08,0.94,2,256,11,STR-003176-2025
1118393880696115633,Cozy 2BR Modern Art Deco Retreat Minutes from NYC,54735815,Alyna,,Ward A (councilmember Denise Ridley),40.699504856795244,-74.08174999058247,Entire home/apt,180,30,13,2024-12-06,0.87,1,248,8,
1119227510397314279,"Urban Escape: 1BR/1BA, Netflix, NYC Transit, Cozy!",49117269,Aro,,Ward B (councilmember Mira Prinz-Arey),40.72001,-74.09155,Entire home/apt,72,30,24,2025-06-01,1.73,3,316,19,STR-006575-2024
1120446718503919651,Private bedroom and Private bath,568948685,Rohit,,Ward C (councilmember Richard Boggiano),40.73026,-74.07178,Private room,72,28,3,2024-05-27,0.22,1,364,0,
1120535141652745295,"Hotel-Style– No Host, Professionally Managed ID277",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.72179,-74.06685,Private room,68,3,32,2025-06-02,2.15,59,353,22,Exempt
1120537232255952351,"Hotel-Style– No Host, Professionally Managed ID278",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.72024,-74.0689,Private room,66,3,27,2025-05-16,1.80,59,361,22,Exempt
1120863683305335045,Chic & Modern | 30 Mins to NYC,29922106,Veeno,,Ward F (councilmember Jermaine D. Robinson),40.70769,-74.07367,Entire home/apt,240,3,11,2025-06-08,0.90,5,140,11,STR-143857-2024
1121728149508963756,"Hotel-Style– No Host, Professionally Managed ID289",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71402,-74.07456,Private room,65,3,25,2025-06-05,1.79,59,359,22,Exempt
1122189637102707113,Palisade Getaway Close to NYC 15min walk 3rd floor,536849530,Customer Service,,Ward C (councilmember Richard Boggiano),40.7316,-74.05316,Entire home/apt,135,1,31,2025-06-04,2.17,18,214,26,Exempt
1124716754811309625,Private Renovated Room near NYC/WIFI/Light rail,6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.71361,-74.07793,Private room,48,28,3,2025-04-10,0.28,36,63,3,
1125332867570393199,BEST location is Jersey City!,347821519,Nicholas,,Ward E (councilmember James Solomon),40.72683,-74.04672,Entire home/apt,225,28,8,2024-10-14,0.55,1,269,5,
1125555978307173433,Charming Condo - Heart of Jersey City,417222155,Urszula,,Ward E (councilmember James Solomon),40.72144,-74.04569,Entire home/apt,114,28,6,2024-12-11,0.47,1,54,4,
1125580943145306914,Hamilton Loft Home - 15 mins to NYC!,312887184,Amy,,Ward E (councilmember James Solomon),40.72744,-74.04954,Entire home/apt,210,2,47,2025-06-18,3.22,2,227,39,STR-2024-02918
1125976141621375614,Cozy Condo4,380795363,Robina Christa Belakane,,Ward E (councilmember James Solomon),40.72254,-74.0513,Entire home/apt,168,2,19,2025-06-20,1.39,4,269,16,Exempt
1126367887047955947,Luxury Modern Cozy Home| 3 BR & 3.5 BA W/ Backyard,423677759,Aura,,Ward D (councilmember Michael Yun),40.75041,-74.05485,Entire home/apt,316,2,45,2025-05-31,3.18,1,260,36,STR-001700-2025
1126943915994564861,NEW LOFT NYC View! Minutes to Manhattan w/ Parking,10921682,Jay,,Ward D (councilmember Michael Yun),40.7491,-74.0398,Entire home/apt,541,2,38,2025-05-26,2.81,2,189,33,Exempt
1127111378128421098,Modern Oasis Spacious & Stylish APT in Jersey City,2549076,Miz,,Ward C (councilmember Richard Boggiano),40.73987,-74.0492,Entire home/apt,268,4,37,2025-06-09,2.88,9,72,34,STR-003294-2024
1128025185608713807,“TimeSquare” - 20 min - Huge Home 2000 SQFT,570584579,Kylie NJ,,Ward D (councilmember Michael Yun),40.75051,-74.04076,Entire home/apt,328,1,10,2025-05-25,0.71,1,268,8,Exempt
1129659017985467491,P5 Few mins walk to JSQ,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.73372,-74.06838,Private room,37,28,0,,,28,365,0,
1130594313627650333,Designer Loft with Private Terrace,13354338,Olga,,Ward E (councilmember James Solomon),40.72376,-74.04811,Entire home/apt,170,1,58,2025-06-06,3.98,3,307,46,STR-006447-2024
1131368058249761682,Modern Two Bed Serviced Apartement in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71978570820978,-74.04034820135763,Entire home/apt,355,30,0,,,26,343,0,
1131368836731348069,Professionally Designed One Bedroom In Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72029,-74.04122,Entire home/apt,265,30,0,,,26,349,0,
1131865703010432606,"Hotel-Style– No Host, Professionally Managed ID255",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.72168,-74.07035,Private room,65,3,26,2025-05-25,1.88,59,364,19,Exempt
1131926270821432774,Huge 3BR Urban Gem - 3 miles to NYC + Free Parking,19900971,Johan,,Ward F (councilmember Jermaine D. Robinson),40.7086794,-74.07726240000001,Entire home/apt,364,2,42,2025-06-17,2.98,1,175,32,STR-002882-2024
1131955692475120255,"New! King bed, Steps to NYC, W/D, Patio",63817624,Amanda Paige,,Ward D (councilmember Michael Yun),40.75121,-74.04312,Entire home/apt,293,1,12,2025-06-08,1.13,2,114,12,STR-001388-2025
1132019252999392519,5 Master room with 5 private bathroom close NYcity,559878177,Ying,,Ward C (councilmember Richard Boggiano),40.73781,-74.0533,Entire home/apt,720,1,20,2025-06-15,1.53,5,332,18,STR-001256-2025
1132072659528904185,New construction 5bedroom/5bath close-to NYcity,559878177,Ying,,Ward C (councilmember Richard Boggiano),40.73841,-74.05243,Entire home/apt,720,1,19,2025-04-20,1.31,5,333,17,STR-001256-2025
1132576865499179966,Beautiful 2 Bed/1 Bath in Primetime Downtown JC,319005137,Robert,,Ward E (councilmember James Solomon),40.72742,-74.04782,Entire home/apt,249,3,3,2024-11-30,0.21,33,63,1,STR-004619-2024
1134158178668909775,LUX! 3 FLRS Townhome w/Arcade| 10 Mins Dri to Path,525756357,Irving,,Ward F (councilmember Jermaine D. Robinson),40.71536,-74.07476,Entire home/apt,386,28,34,2025-06-06,2.37,2,172,29,STR-001450-2025
1134855075833291883,"Clean, Cozy & Spacious Home Close to Manhattan, NY",310576501,Menuka,,Ward E (councilmember James Solomon),40.72453,-74.0376,Entire home/apt,,28,1,2024-05-12,0.07,1,0,0,
1135681211014501826,*5 Star Location* Spacious 3 Bedroom near NYC !,12744507,Andres,,Ward C (councilmember Richard Boggiano),40.73673130603759,-74.05589882699604,Entire home/apt,216,3,56,2025-06-17,4.06,1,11,45,STR-003285-2024
1135747280751576561,Spacious Victoriana W/ Available Parking,57659431,Elsayed,,Ward F (councilmember Jermaine D. Robinson),40.72193,-74.06577,Entire home/apt,214,3,38,2025-06-13,2.66,1,242,28,STR-2024-02921
1136091400257290837,Luxury living NJ 15 min-NYC,459777900,"Moshe,Chaim",,Ward F (councilmember Jermaine D. Robinson),40.71964,-74.0656,Entire home/apt,450,28,11,2025-01-03,0.84,1,365,10,
1136633245034941548,Beautiful 3 Bed 1 Bath Apt Minutes to PATH,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.72929,-74.05609,Entire home/apt,198,3,15,2025-06-08,1.08,33,71,13,STR-004619-2024
1137763006571134155,Luxury Studio n Kitchen NY CITY,4920221,UBliss,,Ward C (councilmember Richard Boggiano),40.73378,-74.06235,Entire home/apt,149,1,22,2025-05-19,2.13,5,314,22,Exempt
1138472507498475298,Modern Serviced Studio Apartment in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71951,-74.04006,Entire home/apt,175,30,0,,,26,64,0,
1138472809963434043,Contemporary Studio in Jersey City Near Manhattan,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71867,-74.03926,Entire home/apt,170,30,0,,,26,64,0,
1138473127097173408,Detailed and Spacious One Bed in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71838,-74.03975,Entire home/apt,235,30,0,,,26,64,0,
1138473468073372251,Modern Serviced Studio Apartment in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71981,-74.03953,Entire home/apt,200,30,0,,,26,352,0,
1138473756341162395,Contemporary Studio in Jersey City Near Manhattan,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72,-74.0399,Entire home/apt,205,30,1,2024-08-15,0.10,26,352,1,
1138473812623193988,Luxury one Bedroom in the Heart of Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71847,-74.04175,Entire home/apt,230,30,0,,,26,64,0,
1138474127385278111,Contemporary Two Bedroom in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71888,-74.04215,Entire home/apt,325,30,0,,,26,351,0,
1140584744851968842,Jersey City Apartment w/ Game Room: 7 Mi to NYC!,121680792,Evolve,,Ward A (councilmember Denise Ridley),40.6990607,-74.0887232,Entire home/apt,279,28,4,2025-01-01,0.34,8,310,4,
1141210660792145168,1 bedroom light quiet apartment,39123459,Elisabeth,,Ward C (councilmember Richard Boggiano),40.74316741490688,-74.05731553774503,Entire home/apt,108,56,0,,,1,192,0,
1141508827453116603,3 bed home in Jersey City w/parking-mins from NYC,573916619,,,Ward D (councilmember Michael Yun),40.74952,-74.05136,Entire home/apt,240,2,42,2025-06-23,3.14,3,257,34,STR-002504-2025
1141517839218271887,Private Room 01 in Jersey City,494028234,Mehmet,,Ward D (councilmember Michael Yun),40.74337,-74.04689,Private room,72,3,45,2025-06-17,3.21,8,46,31,STR-000002-2025
1141897622115404403,Charming Bedroom 5 min walk to the train to NYC B,536849530,Customer Service,,Ward A (councilmember Denise Ridley),40.69481,-74.08902,Private room,64,1,30,2025-06-11,2.18,18,60,25,Exempt
1141992560681497803,Charming Bedroom 5 min walk to the train to NYC A,536849530,Customer Service,,Ward A (councilmember Denise Ridley),40.69301,-74.08865,Private room,63,1,22,2025-06-02,1.59,18,69,18,Exempt
1142780510050966900,Big Room Affordable Luxury Sytle,414558089,Kelly,,Ward C (councilmember Richard Boggiano),40.73214,-74.05778,Private room,125,28,9,2025-02-02,0.69,2,247,7,
1143490775843270622,"Hotel-Style – No Host, Private Bath, Managed ID295",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.7153,-74.07368,Private room,79,3,32,2025-05-24,2.34,59,362,28,Exempt
1144171623975396858,Bee,34461895,Az,,Ward C (councilmember Richard Boggiano),40.72962,-74.06291,Private room,69,28,2,2024-10-16,0.17,1,209,2,
1144314333893492447,True 3-bed - 15 mins to NYC! Luxury Brownstone,38493717,Monica,,Ward F (councilmember Jermaine D. Robinson),40.71919,-74.04946,Entire home/apt,361,2,56,2025-05-25,4.08,6,326,48,STR-005200-2024
1145642670752646106,2BR Brownstone by Grove St PATH~20 min to NYC,18426794,Ratri M,,Ward E (councilmember James Solomon),40.72654,-74.04377,Entire home/apt,317,5,50,2025-06-08,3.76,3,156,45,STR-002000-2024
1147814869429996191,Spacious & Convenient Home Minutes to NYC,32839053,Saleem,,Ward C (councilmember Richard Boggiano),40.72771,-74.06376,Entire home/apt,248,1,22,2025-06-08,1.75,1,306,21,STR-004497-2024
1147882931184093576,Charming Bedroom 5 min walk to the train to NYC C,536849530,Customer Service,,Ward A (councilmember Denise Ridley),40.69387,-74.08729,Private room,60,1,21,2025-05-22,1.52,18,69,18,Exempt
1148079542613983038,Free Parking • 3BR Apt • Near Manhattan,547430187,Luis,,Ward D (councilmember Michael Yun),40.7579017,-74.0478902,Entire home/apt,262,2,17,2025-06-21,1.34,3,239,16,STR-006823-2024
1148186545597898794,City Livin- Private Room in JC,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70837,-74.0819,Private room,60,1,18,2025-06-03,1.34,10,83,16,STR-101260-2025
1148461063877236090,City Vibes- Private Room in JC,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70813,-74.08083,Private room,49,1,34,2025-06-09,2.55,10,86,33,STR-101261-2025
1148736994730285285,Jersey City Quiet Private bedroom,574336867,Servet,,Ward E (councilmember James Solomon),40.7173553,-74.045717,Private room,134,5,21,2025-01-02,1.99,2,65,21,Exempt
1148895729650904618,Room & PrivatE BatH.,176179402,Geraldina Del Rosario,,Ward B (councilmember Mira Prinz-Arey),40.7223759,-74.0831389,Private room,53,2,60,2025-06-18,4.49,2,263,54,STR-005620-2024
1149923654756938902,Best river NY skyline-view room | open to girls,138675413,汪旸,,Ward E (councilmember James Solomon),40.72736,-74.03175,Private room,63,28,3,2024-12-18,0.23,2,59,2,
1150030797901268555,Charming Apt Near NYC! Ideal for Urban Explorers,93727916,Bruno,,Ward B (councilmember Mira Prinz-Arey),40.72704,-74.07038,Entire home/apt,138,28,3,2024-08-13,0.23,11,362,2,
1150210749520914410,JC Cozy Home - Guest Favorite w/ Private bathroom,28655804,Antonio,,Ward D (councilmember Michael Yun),40.75434,-74.047,Private room,112,1,35,2025-06-16,2.63,5,31,31,STR-004930-2024
1151328842555448849,Amazing Room close to Manhattan,529326108,Alfonso,,Ward C (councilmember Richard Boggiano),40.72931,-74.05568,Private room,95,28,16,2024-12-10,1.26,2,267,15,
1152883116442543639,Private room with backyard,98240103,Julio,,Ward A (councilmember Denise Ridley),40.6888673344595,-74.09726791083813,Private room,57,29,9,2025-05-18,5.00,21,295,9,Exempt
1153108393676400179,Charming Bedroom 5 min walk to the train to NYC D,536849530,Customer Service,,Ward A (councilmember Denise Ridley),40.69305,-74.08747,Private room,50,1,33,2025-05-11,2.46,18,24,28,Exempt
1153122130403965097,Charming Private 4 Bedrm Apt walk to train to NYC,536849530,Customer Service,,Ward A (councilmember Denise Ridley),40.69465,-74.08872,Entire home/apt,196,2,5,2025-06-20,1.14,18,23,5,Exempt
1153195728973058499,"Hotel-Style– No Host, Professionally Managed ID296",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71563,-74.07343,Private room,63,3,21,2025-06-15,1.51,59,364,15,Exempt
1154652156276358982,JC/NYC Charming Private Bedroom,501979284,Tatyana,,Ward C (councilmember Richard Boggiano),40.730439893617294,-74.05781586561497,Private room,73,1,67,2025-06-20,4.98,6,170,52,STR-000001-2024
1154961322538443940,"UrbanOasis, 3BD/2BA Corner Apt. Minutes to NYC",70807237,Mete,,Ward E (councilmember James Solomon),40.727969,-74.0502769,Entire home/apt,367,3,28,2025-06-15,2.56,2,79,28,STR-005566-2024
1155586763073578258,Cálida habitación cerca New York,577284619,Merly A,,Ward F (councilmember Jermaine D. Robinson),40.709154,-74.0750162,Private room,65,2,28,2025-06-04,3.29,4,253,28,Exempt
1155720815088803121,Spacious One Bedroom in Central Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71885,-74.04002,Entire home/apt,265,30,0,,,26,338,0,
1155729723908112320,Sun Kissed Luxury Stay,230182124,Kimberly,,Ward F (councilmember Jermaine D. Robinson),40.71699,-74.07608,Entire home/apt,310,2,15,2025-06-08,1.12,1,240,13,STR-002211-2025
1155788728865507744,Peaceful Jersey City garden room,71719531,Audrey,,Ward F (councilmember Jermaine D. Robinson),40.71231,-74.06024,Private room,71,3,27,2025-06-10,2.29,2,82,27,STR-001951-2025
1156017777029866254,30 Min to NY | Roofdeck | FREE Overnite Parking,403350951,Erika,,Ward B (councilmember Mira Prinz-Arey),40.71949,-74.08008,Entire home/apt,256,2,53,2025-06-08,4.03,1,60,48,STR-2024-04159
1156061275916370679,Premium Ultimate Luxury Getaway by NYC!,299029235,,,Ward D (councilmember Michael Yun),40.74675445982111,-74.05972685225959,Entire home/apt,1029,30,0,,,15,269,0,STR-002334-2025
1156676555146419553,The perfect place near Manhattan (NYC),390346114,Luis &Amp; Ana,,Ward E (councilmember James Solomon),40.71951,-74.04377,Entire home/apt,233,28,16,2025-01-01,1.42,1,175,16,
1157662849952726871,Free Parking - 2BR skyline - 3min Walk to NYC PATH,160161876,Mina,,Ward C (councilmember Richard Boggiano),40.7364,-74.06162,Entire home/apt,136,28,4,2025-04-08,0.57,1,308,4,
1158000061432353478,"Stop & GO for NYC, JC",267939835,Kay,,Ward C (councilmember Richard Boggiano),40.73059,-74.07169,Private room,,28,32,2025-03-04,2.62,3,0,31,
