id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1026789265339334317,Luxury 1 bed apt in Jersey City Hudson riverfront,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,1,2024-02-16,0.06,14,355,0,
1026830535762843164,Private spacious room 20min NYC,546960419,Umesh,,Ward C (councilmember Richard Boggiano),40.73616,-74.05188,Private room,,1,11,2024-09-30,0.57,1,0,5,Exempt
1026956335541474409,207-2B2 Private Bedroom 18 Mins 2 NYC Times SQ,443343607,,,Ward D (councilmember Michael Yun),40.7506,-74.04402,Private room,30,28,2,2025-05-16,0.11,35,39,1,
1027518403448821964,The Urban Nest!,7337892,Brian J.,,Ward A (councilmember Denise Ridley),40.69916,-74.08064,Entire home/apt,120,28,19,2025-01-04,1.01,2,326,9,
1027686137624822411,"Hotel-Style– No Host, Professionally Managed ID290",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71389,-74.07312,Private room,71,3,26,2025-04-13,1.37,59,347,16,Exempt
1027701735368297984,"Hotel-Style– No Host, Professionally Managed ID291",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71572,-74.07434,Private room,69,3,34,2025-05-16,1.85,59,365,18,Exempt
1027811488683917911,131-0Cd Private Bedroom 2T or 1K Bed mins 2 NYC WD,443343607,,,Ward C (councilmember Richard Boggiano),40.73913862204884,-74.052383670569,Private room,47,30,0,,,35,327,0,
1029302380937879489,Jersey City One bedroom apt,209370558,Klever,,Ward D (councilmember Michael Yun),40.75371,-74.05049,Entire home/apt,152,28,8,2024-12-26,0.44,1,263,6,
1029530583190635223,"Beautiful 3bed, 2bath.3 mins to train.W/D in unit.",547504950,Patrick,,Ward B (councilmember Mira Prinz-Arey),40.71281,-74.08743,Entire home/apt,194,30,2,2024-12-16,0.17,1,91,2,
1030615141494119986,Boutique family-friendly apartment in Hoboken,24258807,Moran,,Ward D (councilmember Michael Yun),40.74629,-74.04087,Entire home/apt,214,7,6,2025-05-26,0.43,1,3,4,
1031899067733828262,Elegant Guest room on the Park,100017662,Jason,,Ward B (councilmember Mira Prinz-Arey),40.72596,-74.08078,Private room,135,1,28,2025-06-21,1.50,2,358,26,STR-003882-2025
1032494126465326580,Appartement. Jersey City,554296361,Adam,,Ward A (councilmember Denise Ridley),40.6994,-74.08248,Entire home/apt,148,3,45,2025-06-04,2.37,1,6,30,Exempt
1032539395795352400,Spacious and Charming 2BR Just 15 Minutes to NYC,61696,Margaret,,Ward C (councilmember Richard Boggiano),40.73341,-74.07086,Entire home/apt,203,28,6,2025-04-24,0.52,2,357,6,
1033180973505365594,Jersey City - 10 min from NYC,3390947,Yulia,,Ward C (councilmember Richard Boggiano),40.73802,-74.04884,Entire home/apt,720,28,2,2023-12-11,0.10,1,269,0,
1033529727776181520,The Roosevelt !,402297491,Daniel,,Ward B (councilmember Mira Prinz-Arey),40.7227425,-74.0882299,Entire home/apt,300,28,45,2025-03-02,2.37,2,89,22,
1033721460926498874,Experience The Roosevelt !,402297491,Daniel,,Ward B (councilmember Mira Prinz-Arey),40.7227425,-74.0882299,Entire home/apt,160,28,44,2025-04-16,2.32,2,89,23,
1034474880504276921,N8 few blocks away from JSQ PATH train,125202325,Grayson,,Ward C (councilmember Richard Boggiano),40.73349,-74.05932,Private room,45,28,1,2024-01-11,0.06,5,326,0,
1034479108490875748,N9 few blocks from JSQ PATH train,125202325,Grayson,,Ward C (councilmember Richard Boggiano),40.73509,-74.05728,Private room,47,28,4,2025-05-31,0.29,5,303,2,
1034916884010889196,Style & comfort - 15 min to NYC,31288992,Lisbeth,,Ward C (councilmember Richard Boggiano),40.728823,-74.05597949999999,Entire home/apt,145,7,33,2025-05-25,1.86,3,219,25,Exempt
1034930078489797733,Excellent 2BDR Lincoln Park JC!,45286894,Isiah,,Ward B (councilmember Mira Prinz-Arey),40.72247579444414,-74.08123621350569,Entire home/apt,176,1,109,2025-06-12,5.77,4,143,60,STR-006491-2024
1035469308111997360,Welcome to 'The Garden',47508511,Raunak,,Ward E (councilmember James Solomon),40.72425,-74.04905,Entire home/apt,176,1,54,2025-06-21,2.92,1,183,36,STR-005751-2024
1035620432608648150,Majestic Dream Luxury Home 4BR/3BATH Near NYC!,299029235,,,Ward D (councilmember Michael Yun),40.74553365956384,-74.05705134135185,Entire home/apt,484,1,66,2025-06-04,3.52,15,255,28,STR-002334-2025
1036244245805437933,New and Modern Duplex 20min to Manhattan w Parking,529291676,Alta Gama Luxury Rentals,,Ward B (councilmember Mira Prinz-Arey),40.7163642,-74.0794995,Entire home/apt,367,30,52,2025-06-14,3.26,8,332,40,Exempt
1036310765665798661,Designer luxurious spacious 3BD apt nearby NYC,15010278,Paola,,Ward D (councilmember Michael Yun),40.74576,-74.0545,Entire home/apt,178,2,54,2025-06-14,3.29,2,267,41,STR-003183-2025
1036984885656607455,Cozy and Stylish 2BED 2BA Apt 15-min to New York C,529291676,Alta Gama Luxury Rentals,,Ward F (councilmember Jermaine D. Robinson),40.7090249,-74.0764937,Entire home/apt,270,1,33,2025-06-29,2.08,8,347,25,STR-764918-2025
1037022155667390885,Cozy and Modern 2BE 2BA Apt25 min to New York City,529291676,Alta Gama Luxury Rentals,,Ward F (councilmember Jermaine D. Robinson),40.7090249,-74.0764937,Entire home/apt,237,1,37,2025-06-09,2.22,8,304,29,Exempt
1037644786300795143,Cosy 3-bedroom in downtown JC,11606215,Sonia,,Ward E (councilmember James Solomon),40.7191754,-74.0440934,Entire home/apt,71,29,5,2025-05-01,0.29,3,112,4,Str-000001-2024
1037902366460553121,Modern & Bright Luxury Retreat  3BR/2BATH by NYC!,299029235,,,Ward D (councilmember Michael Yun),40.744965706370984,-74.05783386696082,Entire home/apt,343,1,53,2025-06-07,2.83,15,293,38,STR-002334-2025
1038312232965819997,337-2A0 Private BR Lux Apt Mins to NYC JCMC WTC,443343607,,,Ward F (councilmember Jermaine D. Robinson),40.71247,-74.07043,Private room,52,28,0,,,35,309,0,
1038568060188132127,Spacious studio close to NYC,73092598,Nichole,,Ward F (councilmember Jermaine D. Robinson),40.72119,-74.06453,Entire home/apt,125,30,0,,,1,365,0,
1038626778344792704,UrbanStay-Close to NYC w/parking,549279209,Isabelle,,Ward B (councilmember Mira Prinz-Arey),40.72121,-74.07467,Entire home/apt,166,2,92,2025-06-21,4.91,1,250,55,STR-005444-2024
1039344658857208043,The Captain's Corner,540832975,Sanjenis,,Ward A (councilmember Denise Ridley),40.70288,-74.10183,Entire home/apt,153,2,99,2025-06-19,5.45,1,290,69,STR-006150-2024
1040577339212682642,Luxury Apartment- Hotel Amenities 15 min from NYC,16625978,Lauren,,Ward E (councilmember James Solomon),40.73197872685027,-74.04356273215394,Entire home/apt,320,2,19,2025-06-09,1.06,1,179,14,STR-342697-2025
1040726129105648168,~Urban Oasis Luxe Living,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70613,-74.08023,Private room,49,1,34,2025-06-01,1.86,10,85,24,STR-101239-2025
1040759877302572869,Bergen Lafayette Charm Near Downtown Jersey City,71191486,Giovanni,,Ward F (councilmember Jermaine D. Robinson),40.71119,-74.07051,Entire home/apt,400,60,1,2024-11-15,0.14,3,269,1,
1041704723287110983,"Jersey City Gem: Parkside Haven, Eats, Transit",532965337,Marjorie,,Ward B (councilmember Mira Prinz-Arey),40.71909,-74.07581,Entire home/apt,106,28,45,2025-06-08,2.76,1,165,26,
1044171265733412560,Cozy & Modern Unit Close to NYC!,299029235,,,Ward D (councilmember Michael Yun),40.75527,-74.0544,Entire home/apt,159,30,0,,,15,342,0,STR-006502-2024
1044173024551672582,Majestic Dream Luxury Home Near NYC!,299029235,,,Ward D (councilmember Michael Yun),40.746515405180716,-74.05970241090141,Entire home/apt,509,30,0,,,15,320,0,STR-002334-2025
1044174307182522914,Modern Stunning Luxury Retreat by NYC!,299029235,,,Ward D (councilmember Michael Yun),40.747620386276196,-74.05824845684212,Entire home/apt,379,30,0,,,15,342,0,STR-002334-2025
1044213553172248674,~Urban Oasis Luxe Gem C,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.70832,-74.0818,Private room,52,1,40,2025-06-18,2.13,10,74,27,STR-101238-2025
1045188423765460738,Private Room/WiFi/Workspace/Grove/Newprt PathTrain,6958867,Gennadiy,,Ward E (councilmember James Solomon),40.72376,-74.04176,Private room,70,28,5,2024-10-29,0.33,36,30,2,Exempt
1045718843832529251,Room Private Bathroom and Patio TV Wi-Fi desk,1410306,Eugene,,Ward E (councilmember James Solomon),40.72355,-74.04339,Private room,68,28,9,2025-05-26,0.50,31,70,7,Exempt
1045859494295998443,Rustic adult bunkbed room-Great for Remote Workers,100017662,Jason,,Ward B (councilmember Mira Prinz-Arey),40.72834,-74.08052,Private room,99,1,28,2025-06-16,1.56,2,345,27,STR-003882-2025
1045925393233980856,Private room by Path Train/WIFI/Work Desk/Smart TV,6958867,Gennadiy,,Ward E (councilmember James Solomon),40.7231,-74.04196,Private room,,28,10,2025-05-26,0.58,36,29,7,
1046423343515845156,Private room near Newport/Grove Path/Workdesk/WIFI,6958867,Gennadiy,,Ward E (councilmember James Solomon),40.72371,-74.04149,Private room,65,28,5,2024-11-12,0.51,36,31,5,Exempt
1046470659616759417,"Modern, stylish 3BD/2BA apartment [1-stop to NYC!]",12949423,,,Ward E (councilmember James Solomon),40.7291,-74.04879,Entire home/apt,258,2,57,2025-06-09,3.14,3,155,41,STR-006541-2024
1046470718093519872,"[3BD/2BA; 1-stop to NYC!] Bright, modern apartment",12949423,,,Ward E (councilmember James Solomon),40.7276,-74.05073,Entire home/apt,252,2,64,2025-06-08,3.46,3,177,41,STR-006542-2024
1046777153626301798,134-1A0 Private Bedroom Bus 2 NYC Journal SQ PATH,443343607,,,Ward D (councilmember Michael Yun),40.74632,-74.05988,Private room,39,28,0,,,35,301,0,
1047393595489718413,Sunny & Spacious Oasis: Your Comfortable Getaway!,274604030,Mario,,Ward C (councilmember Richard Boggiano),40.74061947452435,-74.05021839629515,Entire home/apt,,28,0,,,18,0,0,
1047804958754215217,~Modern Luxe City Vibe Gem B,549010681,,,Ward F (councilmember Jermaine D. Robinson),40.7066,-74.08231,Private room,48,1,43,2025-06-17,2.36,10,70,29,STR-101236-2025
1049880176982014686,Grandeur Vtg Apt -Walk 2 NYC - City Views -Parking,43219250,LaTorre Fratelli,,Ward F (councilmember Jermaine D. Robinson),40.70815,-74.05983,Entire home/apt,77,28,4,2025-04-05,0.26,2,149,3,
1050688041500899591,-Modern Luxe Escape Close to NYC,183350093,Tommy,,Ward D (councilmember Michael Yun),40.74151,-74.04639,Private room,55,1,53,2025-06-22,3.01,12,176,36,STR-101235-2025
1050810453133477725,-Modern Luxe Oasis Close to NYC,183350093,Tommy,,Ward D (councilmember Michael Yun),40.74173,-74.04676,Private room,64,1,72,2025-06-22,3.99,12,86,49,STR-101245-2025
1051015781508422231,SemiPrivate Bright room Desk Wi-Fi mini fridge,1410306,Eugene,,Ward E (councilmember James Solomon),40.72399,-74.0432,Private room,45,28,5,2024-10-27,0.28,31,37,1,Exempt
1051151784991594051,Welcoming 1BDR Lincoln Park JC!,45286894,Isiah,,Ward B (councilmember Mira Prinz-Arey),40.7216374,-74.0820349,Entire home/apt,85,29,62,2025-06-16,3.44,4,193,34,
1051704272188712571,"Townhouse 3|2
NYC in 20 Min
Garage Parking",428469703,Jacqueline,,Ward D (councilmember Michael Yun),40.7479323425894,-74.05296251177788,Entire home/apt,411,2,23,2025-06-12,1.85,2,355,22,Exempt
1052188404369248440,Luxury Jersey City 2BR | near NYC | Work from home,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,2,2024-02-29,0.12,10,360,0,
1052974285989046968,New 2 Bedroom Apt close to NYC & shopping/park M2,233838758,Jairaj,,Ward B (councilmember Mira Prinz-Arey),40.7221131,-74.08566200000001,Entire home/apt,141,4,13,2025-06-09,1.05,5,230,12,Exempt
1053661128253504429,"Stylish Apt w/ Parking Bergen Hill, Jersey City",155640971,Lisa,,Ward F (councilmember Jermaine D. Robinson),40.71863,-74.07027,Entire home/apt,122,3,38,2025-06-17,2.27,2,135,27,STR-005945-2024
1055599517160830990,Luxury condo on 29th floor.,4516891,Sven,,Ward E (councilmember James Solomon),40.7224862,-74.0367164,Entire home/apt,249,28,1,2024-04-15,0.07,1,63,0,
1055764471121584099,Luxury Apartment- Mins to NYC- Train 2mns walk,423945858,Geanne,,Ward B (councilmember Mira Prinz-Arey),40.71336,-74.09038,Entire home/apt,237,28,6,2024-02-05,0.34,1,79,0,
1056822166503493713,*NEW! Penthouse with Roof Deck*,58050906,Craig,,Ward D (councilmember Michael Yun),40.74819,-74.05202,Entire home/apt,564,2,75,2025-06-28,4.09,1,315,49,STR-005421-2024
1057246630995782311,Spacious Entire Condo in Jersey City,214099486,Bhanu Prabha,,Ward C (councilmember Richard Boggiano),40.73765,-74.06787,Entire home/apt,285,1,4,2024-07-28,0.27,2,170,2,Exempt
1057409905051473696,Spacious & Bright Room near NYC,103350160,Anand,,Ward C (councilmember Richard Boggiano),40.73839,-74.06029,Private room,64,29,1,2025-05-31,1,6,222,1,
1057440030063822469,Jersey City private room,218342251,Sohyun,,Ward E (councilmember James Solomon),40.72986,-74.0335,Private room,68,28,0,,,1,263,0,
1058176388807807449,#1 - Cozy Private Studio Suite. In-house Laundry,481580748,Ranfi,,Ward D (councilmember Michael Yun),40.75954,-74.05075,Entire home/apt,99,2,89,2025-06-19,5.06,1,108,61,
1058294157567990378,Stay a while!,553590309,Seresha,,Ward F (councilmember Jermaine D. Robinson),40.70607,-74.07661,Entire home/apt,179,28,22,2025-06-12,1.77,1,219,21,
1058884544847019842,Cozy Private Room near NYC,103350160,Anand,,Ward C (councilmember Richard Boggiano),40.73823,-74.06067,Private room,62,29,3,2024-11-30,0.18,6,267,1,
1058901444657405643,Huge Private room near NYC,103350160,Anand,,Ward C (councilmember Richard Boggiano),40.73955,-74.05891,Private room,,29,3,2024-10-31,0.21,6,141,2,
1058908534915551873,Compact Private Room near NYC,103350160,Anand,,Ward C (councilmember Richard Boggiano),40.7393431,-74.0596886,Private room,37,29,3,2025-06-08,0.43,6,212,3,
1059183404214853780,Spacious 1BR Condo ~ 25min to NYC! + Free Parking,538498130,Olan,,Ward B (councilmember Mira Prinz-Arey),40.73048,-74.0727,Entire home/apt,142,28,55,2025-06-05,3.95,1,294,44,
1060425217923874862,Quaint Apt with a Garden in Downtown Jersey City,28366542,Jiwen,,Ward E (councilmember James Solomon),40.72472,-74.04378,Entire home/apt,119,29,1,2025-01-19,0.19,1,178,1,
1060514942472310713,NYC Vues - 10 Mins EWR/NYC - 2 BR APT @ The Helix,504360594,Verdon K,,Ward C (councilmember Richard Boggiano),40.72872,-74.06111,Entire home/apt,200,29,3,2025-01-30,0.27,3,294,3,
1061232344477048436,Experiencing Home w/Blogger Feel,414558089,Kelly,,Ward C (councilmember Richard Boggiano),40.73258895233323,-74.05921276917476,Shared room,95,28,7,2024-07-13,0.48,2,269,2,
1065165115920255864,Private room in shared condo,98240103,Julio,,Ward B (councilmember Mira Prinz-Arey),40.72272,-74.08886,Private room,70,28,3,2024-02-05,0.17,21,359,0,
1065180224212544675,"Comfy Room A, 2 Min from PATH train to NYC",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73197,-74.06698,Private room,,28,2,2024-06-15,0.15,5,0,0,
1065943951783731272,"Comfy Room B, 2 Min from PATH train to NYC",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73317,-74.06717,Private room,82,28,34,2025-01-02,2.15,5,233,26,
1066147669389617089,Bright 3bdr - 25’ from Manhattan,13028191,Alice,,Ward C (councilmember Richard Boggiano),40.74283,-74.05327,Entire home/apt,340,5,3,2024-07-21,0.25,1,20,3,STR-002608-2025
1066151573106149615,Premium Ultimate Luxury 7BR Premium Stay!,299029235,,,Ward D (councilmember Michael Yun),40.7475179137068,-74.057521306945,Entire home/apt,1012,1,9,2025-06-08,0.67,15,247,7,STR-002334-2025
1066635946994007412,Nice room 20 mn to New York,550271752,Meryem,,Ward D (councilmember Michael Yun),40.742373805364885,-74.06155094504356,Private room,90,28,1,2024-01-28,0.06,1,269,0,
1067320750237229000,"Comfy Room C, 2 Min from PATH train to NYC",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73175,-74.06637,Private room,72,28,29,2025-05-11,2.12,5,303,26,
1067326017422791053,The Graham Estate!,488470088,Alethea X,,Ward F (councilmember Jermaine D. Robinson),40.70104,-74.08299,Entire home/apt,206,28,2,2024-09-07,0.19,1,88,2,
1067369085278945466,3 Bd 1 Bth Apt - Minutes to PATH,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.72875,-74.05654,Entire home/apt,206,3,26,2025-06-02,1.61,33,86,18,STR-004619-2024
1068829803123134127,2B1B w/Parking 11 mins to NYC,24724724,Siqian,,Ward C (councilmember Richard Boggiano),40.72911,-74.05604,Entire home/apt,136,1,90,2025-06-06,5.27,1,21,64,STR-001862-2025
1070599969710788200,Guesthouse mins from NYC,273110504,Malesha,,Ward C (councilmember Richard Boggiano),40.7408,-74.05527,Entire home/apt,97,1,21,2025-06-20,1.55,3,192,19,Exempt
1071712982309364283,"Cozy room near Path, 25 mins to World Trade Center",29876409,John,,Ward B (councilmember Mira Prinz-Arey),40.7262093392705,-74.07080490142107,Private room,50,28,61,2025-03-10,3.57,3,324,35,
1073508729376593294,Rare Find - A Commuter's Dream!,449627040,Sandy J Consulting,,Ward B (councilmember Mira Prinz-Arey),40.72278,-74.07626,Entire home/apt,103,28,4,2024-05-13,0.26,1,269,0,
1073510277678181646,Cosy room with a central location,106979335,Lauren,,Ward F (councilmember Jermaine D. Robinson),40.7119,-74.0663,Private room,63,1,92,2025-06-18,5.45,3,162,62,STR-057321-2024
1073531987953010906,Central room close to Manhattan,106979335,Lauren,,Ward F (councilmember Jermaine D. Robinson),40.71174,-74.06567,Private room,72,1,92,2025-06-22,5.42,3,141,63,STR-057321-2024
1076062014627272595,Pet-friendly Suite: Near Hudson River Waterfront!,501999514,RoomPicks,,Ward E (councilmember James Solomon),40.72095,-74.03437,Private room,50000,1,11,2025-04-12,0.66,19,345,2,Exempt
1076229137857560672,Private Large Studio in JC Heights 20 min to NYC,53998901,Bola,,Ward D (councilmember Michael Yun),40.7521,-74.05166,Entire home/apt,122,2,77,2025-06-19,5.18,2,306,59,STR-003515-2025
1076254322968505760,JC/NYC Comfy Retreat: Private Bedroom,501979284,Tatyana,,Ward C (councilmember Richard Boggiano),40.73107,-74.05913,Private room,74,1,95,2025-06-18,5.71,6,176,57,STR-000001-2024
1076277016485648174,"Large room near Path, 25 min to World Trade Center",29876409,John,,Ward B (councilmember Mira Prinz-Arey),40.72514797608621,-74.07057790121955,Private room,50,28,19,2024-11-16,1.22,3,91,4,
1076703535830610576,New and Luxury 4BD 3BA/APT in Hoboken 15min to NYC,529291676,Alta Gama Luxury Rentals,,Ward D (councilmember Michael Yun),40.7471413,-74.0465696,Entire home/apt,448,1,55,2025-06-19,3.35,8,345,38,Exempt
1076754312092901568,New and Luxury 2BD 2BA Gem in Hoboken 20min to NYC,529291676,Alta Gama Luxury Rentals,,Ward D (councilmember Michael Yun),40.7471413,-74.0465696,Entire home/apt,242,1,62,2025-06-11,3.63,8,216,43,Exempt
1076757584866029145,Modern 4BED 3BA Gem in Hoboken 15 min to New York,529291676,Alta Gama Luxury Rentals,,Ward D (councilmember Michael Yun),40.7471413,-74.0465696,Entire home/apt,589,1,73,2025-06-02,4.33,8,336,48,Exempt
1076758978084544095,Chic and Luxury Apt in Heart of Hoboken 20-min NYC,529291676,Alta Gama Luxury Rentals,,Ward D (councilmember Michael Yun),40.7471413,-74.0465696,Entire home/apt,241,1,42,2025-06-08,2.50,8,326,36,Exempt
1077166093178561528,JC/NYC Cozy Retreat: Private Bedroom,501979284,Tatyana,,Ward C (councilmember Richard Boggiano),40.73082630538121,-74.059637796061,Private room,89,1,122,2025-06-16,7.25,6,173,81,STR-000001-2024
1077784712360650485,"Small room near Path,25 mins to World Trade Center",29876409,John,,Ward B (councilmember Mira Prinz-Arey),40.72697,-74.07128,Private room,49,28,86,2025-06-01,5.11,3,323,56,
1079261574054166051,Cute Home Near NYC for 4 People,86322585,Imad,,Ward C (councilmember Richard Boggiano),40.73502,-74.0548,Entire home/apt,134,5,33,2025-05-21,2.21,1,218,29,Exempt
1080498631597828395,Private room - NYC skyline view,350809791,Mehak,,Ward E (councilmember James Solomon),40.72349,-74.03794,Private room,,30,1,2024-04-05,0.07,1,204,0,
1081117574003814352,Pipo’s perfect place,559620103,Sonia,,Ward D (councilmember Michael Yun),40.75781,-74.04937,Entire home/apt,538,28,9,2024-12-25,0.56,1,267,6,
1081330776556288227,"Spacious Studio, pvt entrance, 20 min to Midtown",3258745,Sarah And Josh,,Ward D (councilmember Michael Yun),40.7508945,-74.0417398,Entire home/apt,,5,19,2025-05-29,1.23,1,0,15,STR-2023-00930
1081403731721088464,Entire house with King bed suite. Easy NYC access,75031123,Koffi,,Ward B (councilmember Mira Prinz-Arey),40.72204,-74.08186,Entire home/apt,170,28,30,2025-03-09,1.80,2,191,22,
1081483721697964609,Stylish 1 bed apt. Easy Access to NYC,75031123,Koffi,,Ward B (councilmember Mira Prinz-Arey),40.72084,-74.07953,Entire home/apt,109,28,24,2025-06-06,1.52,2,181,14,
1084101342534910235,"Tranquility & Stylish 3- Bedroom , minutes from NY",93727916,Bruno,,Ward C (councilmember Richard Boggiano),40.7280844,-74.0575858,Entire home/apt,228,28,11,2025-02-18,0.66,11,348,7,
1084113249441914851,"Nice 3 bed apt, minutes to NYC!",93727916,Bruno,,Ward B (councilmember Mira Prinz-Arey),40.7169482,-74.09074369999999,Entire home/apt,364,28,8,2024-11-11,0.49,11,365,5,
1084245841109289350,Modern & Cozy 2 - Bedroom gem minutes from NYC!,93727916,Bruno,,Ward A (councilmember Denise Ridley),40.71203863379527,-74.0941572189331,Entire home/apt,182,28,7,2024-12-16,0.50,11,348,5,
1084282683698104143,"Cosy 3 bedroom Retreat, Just minutes from  NYC!",93727916,Bruno,,Ward A (councilmember Denise Ridley),40.701356,-74.08118979999999,Entire home/apt,349,28,16,2025-03-11,0.98,11,364,14,
1084297532702216787,"Cozy 3 - Bed apartment, Minutes from NYC!",93727916,Bruno,,Ward D (councilmember Michael Yun),40.7469599,-74.06027069999999,Entire home/apt,145,28,13,2025-01-03,0.78,11,329,9,
1085113532595426926,337-2BL Private 2 connected BR Lt Rail Path 2 NYC,443343607,,,Ward F (councilmember Jermaine D. Robinson),40.71333,-74.07077,Private room,68,30,1,2024-08-31,0.10,35,195,1,
1085549925917598869,Zen-Charming 4bed3bath Entire Single Home in JC,20432864,Chul,,Ward A (councilmember Denise Ridley),40.70142,-74.07949,Entire home/apt,,29,44,2025-05-13,2.68,3,0,29,
1085897016887815027,"Best Views of NYC, 20 Min Away (Entire 3 Bed Unit)",96362532,Isreal,,Ward F (councilmember Jermaine D. Robinson),40.7157906,-74.0677908,Entire home/apt,163,28,59,2025-05-30,3.64,4,219,36,
1087109479179599122,Huge 3BR 3.5BA Duplex w/Rooftop & NYC Views,87962429,Dev Kumar,,Ward D (councilmember Michael Yun),40.75583,-74.04822,Entire home/apt,546,2,55,2025-06-22,3.61,5,300,40,STR-006641-2024
1087134389912115312,Roomy Apt near Liberty State Park & NYC Transit!,31240439,Brendan,,Ward F (councilmember Jermaine D. Robinson),40.71518,-74.07023,Entire home/apt,134,1,58,2025-06-23,3.68,1,158,46,STR-000932-2025
1087746500814827472,Dream Yacht on the Hudson River - New Jersey,479112796,Antoni,,Ward E (councilmember James Solomon),40.71337,-74.04138,Entire home/apt,885,1,0,,,1,268,0,Exempt
1087910570917249079,"Apartment with Balcony, Explore Rockefeller Center",238085412,Debora,,Ward C (councilmember Richard Boggiano),40.7401217,-74.0523419,Entire home/apt,238,1,59,2025-06-03,3.64,1,149,43,STR-005946-2024
1088432198069891435,Private 3BR Home • 15min to NYC • Free Parking,99911152,Nur,,Ward B (councilmember Mira Prinz-Arey),40.72927,-74.07208,Entire home/apt,384,2,38,2025-06-05,2.71,4,167,30,STR-100232-2025
1089041542334541261,Master bd  in shared 3 bed unit,98240103,Julio,,Ward A (councilmember Denise Ridley),40.68967,-74.09609,Private room,90,80,23,2025-04-30,1.58,21,365,16,
1089300422742476334,Comfortable Jersey City Apt near NYC/EWR,81776406,Outman,,Ward A (councilmember Denise Ridley),40.70562,-74.08967,Entire home/apt,124,28,26,2025-03-31,1.59,1,348,16,
1091414558745479702,"Comfy Room D, 2 Min from PATH train to NYC",15044828,Sam,,Ward C (councilmember Richard Boggiano),40.73211,-74.06578,Private room,82,28,24,2025-01-01,1.56,5,321,20,
1092128472447128999,Luxury stay ~20min from Manhattan/ Metlife Stadium,562226395,Andres,,Ward F (councilmember Jermaine D. Robinson),40.71378,-74.07424,Entire home/apt,240,2,42,2025-06-08,2.63,2,332,32,STR-002113-2024
1092273895046937614,Stylish stay ~20min from Manhattan/Metlife Stadium,562226395,Andres,,Ward F (councilmember Jermaine D. Robinson),40.71268,-74.07476,Entire home/apt,143,2,46,2025-06-18,2.89,2,315,32,STR-002109-2024
1092900786870413286,Cozy 3-BR Retreat in Jersey City w/ Free parking,29003072,Raja,,Ward D (councilmember Michael Yun),40.75005,-74.05395,Entire home/apt,208,4,49,2025-05-27,3.94,2,74,48,STR-2024-04351
1093594107094060965,"6-Guest JC Charm: Location, Comfort, Flair!",49117269,Aro,,Ward B (councilmember Mira Prinz-Arey),40.7177336578567,-74.09150289673485,Entire home/apt,174,2,49,2025-06-23,3.21,3,0,37,STR-005570-2024
1093603949245606633,Jersey City First Floor House,113741913,Marrissa,,Ward A (councilmember Denise Ridley),40.68965,-74.09054,Entire home/apt,100,28,1,2024-03-16,0.06,1,270,0,
1094503124141018844,Perfect 1 Bed/1 BA-Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72404,-74.04486,Entire home/apt,264,3,25,2025-06-08,1.61,33,86,17,STR-004619-2024
1095049921719787623,Private 2-Bedroom Full Apartment Near NYC!,131212307,Alexis,,Ward F (councilmember Jermaine D. Robinson),40.70991,-74.07794,Entire home/apt,67,28,1,2024-09-18,0.11,1,187,1,
1095629260132558711,Café Greenery - Brand New Designer Furnished Oasis,28783771,Zara,,Ward F (councilmember Jermaine D. Robinson),40.70935,-74.07504,Entire home/apt,175,2,60,2025-06-16,4.42,7,344,50,STR-000007-2025
1096315282496650519,Cute 1 Bedroom Condo with Backyard! Mins to NY!,544738043,Neruban,,Ward B (councilmember Mira Prinz-Arey),40.729883,-74.0722825,Entire home/apt,104,2,52,2025-06-14,3.45,5,241,40,STR-001316-2025
1096612963738742432,"Luxe, Modern, and Spacious Condo Near NYC",563314515,Francis,,Ward B (councilmember Mira Prinz-Arey),40.71632,-74.08758,Entire home/apt,,28,30,2025-01-02,2.01,1,0,15,
1097220939644893440,1 bed basement (1st floor)in JC Heights!,383929508,Stephen,,Ward D (councilmember Michael Yun),40.74618,-74.0458,Entire home/apt,143,28,7,2024-04-14,0.43,1,179,0,
1097344357116512920,Beautiful 3BR 3.5BA Full Ensuite Duplex W/Backyard,87962429,Dev Kumar,,Ward D (councilmember Michael Yun),40.75628,-74.04645,Entire home/apt,477,2,50,2025-06-23,3.23,5,297,37,STR-006640-2024
1097714184802801345,Jersey City Pink Spot 2 Br APT,40392973,Keilai,,Ward B (councilmember Mira Prinz-Arey),40.717299625130444,-74.0788391341107,Entire home/apt,153,2,0,,,2,307,0,STR-005708-2024
